"""Parent ID number""",ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
T,T1425,T1425 - Recommend network infrastructure enhancements,Recommend network infrastructure enhancements,1,,,,0,null,DD-WRL-008,2850,,
T,T1403,T1403 - Allocate cybersecurity services,Allocate cybersecurity services,1,,,,0,null,"DD-WRL-001,DD-WRL-002",2838,,
T,T1432,T1432 - Build dedicated cyber defense hardware,Build dedicated cyber defense hardware,1,,,,0,null,PD-WRL-004,2856,,
T,T1405,T1405 - Identify emerging incident trends,Identify emerging incident trends,1,,,,0,null,IO-WRL-007,2839,,
T,T1411,T1411 - Develop technical training curriculum and resources,Develop technical training curriculum and resources,1,,,,0,null,"IO-WRL-007,OG-WRL-004,OG-WRL-005",2851,,
T,T1430,T1430 - Determine if system components can be aligned,Determine if system components can be aligned,1,,,,0,null,DD-WRL-006,2840,,
T,T1415,T1415 - Develop training evaluations,Develop training evaluations,1,,,,0,null,"OG-WRL-004,OG-WRL-005",2859,,
T,T1406,T1406 - Construct cyber defense network tool signatures,Construct cyber defense network tool signatures,1,,,,0,null,PD-WRL-001,2841,,
T,T1436,T1436 - Acquire adequate funding for cybersecurity training,Acquire adequate funding for cybersecurity training,1,,,,0,null,"OG-WRL-002,OG-WRL-003",2852,,
T,T1423,T1423 - Create system security concept of operations (ConOps) documents,Create system security concept of operations (ConOps) documents,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-006",2842,,
T,T1414,T1414 - Develop training assignments,Develop training assignments,1,,,,0,null,"OG-WRL-004,OG-WRL-005",2857,,
T,T1407,T1407 - Correlate threat assessment data,Correlate threat assessment data,1,,,,0,null,"PD-WRL-003,PD-WRL-002",2843,,
T,T1412,T1412 - Deliver technical training to customers,Deliver technical training to customers,1,,,,0,null,"IO-WRL-007,OG-WRL-004,OG-WRL-005",2853,,
T,T1434,T1434 - Create cybersecurity architecture functional specifications,Create cybersecurity architecture functional specifications,1,,,,0,null,"DD-WRL-001,DD-WRL-002",2844,,
T,T1416,T1416 - Develop grading and proficiency standards,Develop grading and proficiency standards,1,,,,0,null,"OG-WRL-004,OG-WRL-005",2861,,
T,T1408,T1408 - Develop quality standards,Develop quality standards,1,,,,0,null,DD-WRL-006,2845,,
T,T1426,T1426 - Determine cybersecurity design and architecture effectiveness,Determine cybersecurity design and architecture effectiveness,1,,,,0,null,"DD-WRL-001,DD-WRL-002",2854,,
T,T1424,T1424 - Evaluate network infrastructure vulnerabilities,Evaluate network infrastructure vulnerabilities,1,,,,0,null,DD-WRL-008,2846,,
T,T1428,"T1428 - Notify designated managers, cyber incident responders, and cybersecurity service provider...","Notify designated managers, cyber incident responders, and cybersecurity service provider team members of suspected cybersecurity incidents",1,,,,0,null,PD-WRL-001,2862,,
T,T1417,"T1417 - Create learner development, training, and remediation plans","Create learner development, training, and remediation plans",1,,,,0,null,"OG-WRL-004,OG-WRL-005",2863,,
T,T1433,T1433 - Install dedicated cyber defense hardware,Install dedicated cyber defense hardware,1,,,,0,null,PD-WRL-004,2864,,
K,K1120,"K1120 - Knowledge of Confidentiality, Integrity, Availability, Authenticity, and Non-repudiation ...","Knowledge of Confidentiality, Integrity, Availability, Authenticity, and Non-repudiation (CIAAN) principles and practices",1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-004,IO-WRL-006,OG-WRL-008",4329,,
T,T1418,T1418 - Develop learning objectives and goals,Develop learning objectives and goals,1,,,,0,null,OG-WRL-005,2865,,
T,T1429,T1429 - Prepare trend analysis reports,Prepare trend analysis reports,1,,,,0,null,"DD-WRL-002,IO-WRL-007",2866,,
K,K1121,K1121 - Knowledge of configuration management,Knowledge of configuration management,1,,,,0,null,IO-WRL-002,4330,,
T,T1419,T1419 - Develop organizational training materials,Develop organizational training materials,1,,,,0,null,OG-WRL-005,2867,,
T,T1437,T1437 - Determine effectiveness of configuration management processes,Determine effectiveness of configuration management processes,1,,,,0,null,"IO-WRL-006,OG-WRL-012",2868,,
K,K1122,K1122 - Knowledge of configuration management principles and practices,Knowledge of configuration management principles and practices,1,,,,0,null,"DD-WRL-009,DD-WRL-006",4331,,
T,T1420,T1420 - Develop organizational training programs,Develop organizational training programs,1,,,,0,null,,2869,,
K,K1176,K1176 - Knowledge of network topologies,Knowledge of network topologies,1,,,,0,null,PD-WRL-001,4379,,
T,T1438,T1438 - Determine effectiveness of instruction and training,Determine effectiveness of instruction and training,1,,,,0,null,OG-WRL-004,2870,,
K,K1123,K1123 - Knowledge of continuous monitoring principles and practices,Knowledge of continuous monitoring principles and practices,1,,,,0,null,,4332,,
K,K1183,K1183 - Knowledge of organizational cybersecurity policies and procedures,Knowledge of organizational cybersecurity policies and procedures,1,,,,0,null,"OG-WRL-004,OG-WRL-002,OG-WRL-003,OG-WRL-007,OG-WRL-008,OG-WRL-014",4385,,
K,K1124,K1124 - Knowledge of continuous monitoring scoring and grading metrics,Knowledge of continuous monitoring scoring and grading metrics,1,,,,0,null,,4333,,
K,K1178,K1178 - Knowledge of operational environment risks,Knowledge of operational environment risks,1,,,,0,null,,4380,,
K,K1125,K1125 - Knowledge of continuous monitoring tools and techniques,Knowledge of continuous monitoring tools and techniques,1,,,,0,null,,4334,,
K,K1182,K1182 - Knowledge of organizational cybersecurity policies and configurations,Knowledge of organizational cybersecurity policies and configurations,1,,,,0,null,"DD-WRL-009,OG-WRL-006,PD-WRL-007",4384,,
K,K1126,K1126 - Knowledge of cost constraints,Knowledge of cost constraints,1,,,,0,null,"DD-WRL-003,DD-WRL-005",4335,,
K,K1179,K1179 - Knowledge of organization's security strategy,Knowledge of organization's security strategy,1,,,,0,null,"OG-WRL-001,OG-WRL-014,NF-COM-007",4381,,
K,K1127,K1127 - Knowledge of customer experience principles and practices,Knowledge of customer experience principles and practices,1,,,,0,null,IO-WRL-007,4336,,
K,K1184,K1184 - Knowledge of organizational cybersecurity workforce requirements,Knowledge of organizational cybersecurity workforce requirements,1,,,,0,null,OG-WRL-003,4386,,
K,K1128,K1128 - Knowledge of customer requirements,Knowledge of customer requirements,1,,,,0,null,"DD-WRL-005,DD-WRL-006",4337,,
K,K1180,K1180 - Knowledge of organizational cybersecurity goals and objectives,Knowledge of organizational cybersecurity goals and objectives,1,,,,0,null,"DD-WRL-009,OG-WRL-010,OG-WRL-011,OG-WRL-015,OG-WRL-002,OG-WRL-012,OG-WRL-003,OG-WRL-007,OG-WRL-009,OG-WRL-014,PD-WRL-005",4382,,
K,K1129,K1129 - Knowledge of cyber defense auditing laws and regulations,Knowledge of cyber defense auditing laws and regulations,1,,,,0,null,PD-WRL-007,4338,,
K,K1185,K1185 - Knowledge of organizational evaluation and validation requirements,Knowledge of organizational evaluation and validation requirements,1,,,,0,null,,4387,,
K,K1130,K1130 - Knowledge of cyber defense auditing policies and practices,Knowledge of cyber defense auditing policies and practices,1,,,,0,null,PD-WRL-007,4339,,
,T,Tasks,An activity that is directed toward the achievement of organizational objectives.,1,,,,0,null,,2391,,
K,K1181,K1181 - Knowledge of organizational cybersecurity incident response plans,Knowledge of organizational cybersecurity incident response plans,1,,,,0,null,PD-WRL-001,4383,,
K,K1131,K1131 - Knowledge of cyber defense monitoring tools,Knowledge of cyber defense monitoring tools,1,,,,0,null,PD-WRL-001,4340,,
K,K1186,K1186 - Knowledge of organizational human resource (HR) policies and procedures,Knowledge of organizational human resource (HR) policies and procedures,1,,,,0,null,"OG-WRL-002,OG-WRL-003",4388,,
K,K1132,K1132 - Knowledge of cyber defense system analysis tools,Knowledge of cyber defense system analysis tools,1,,,,0,null,PD-WRL-001,4341,,
K,K1133,K1133 - Knowledge of cybersecurity engineering,Knowledge of cybersecurity engineering,1,,,,0,null,OG-WRL-014,4342,,
K,K1135,K1135 - Knowledge of cybersecurity objectives,Knowledge of cybersecurity objectives,1,,,,0,null,,4343,,
T,T1470,T1470 - Establish cybersecurity workforce management programs,Establish cybersecurity workforce management programs,1,,,,0,null,OG-WRL-003,2873,,
T,T1439,"T1439 - Assess the behavior of individual victims, witnesses, or suspects during cybersecurity ...","Assess the behavior of individual victims, witnesses, or suspects during cybersecurity investigations",1,,,,0,null,"IN-WRL-001,PD-WRL-005",2874,,
T,T1440,T1440 - Assess the validity of source data,Assess the validity of source data,1,,,,0,null,IO-WRL-001,2875,,
T,T1441,T1441 - Determine the validity of findings,Determine the validity of findings,1,,,,0,null,,2876,,
T,T1442,T1442 - Assess the impact of implementing and sustaining a dedicated cyber defense infrastructure,Assess the impact of implementing and sustaining a dedicated cyber defense infrastructure,1,,,,0,null,PD-WRL-004,2877,,
T,T1443,"T1443 - Recommend commercial, government off-the-shelf, or open source products for use within a ...","Recommend commercial, government off-the-shelf, or open source products for use within a system",1,,,,0,null,,2878,,
T,T1444,T1444 - Determine if products comply with cybersecurity requirements,Determine if products comply with cybersecurity requirements,1,,,,0,null,,2879,,
T,T1445,T1445 - Conduct hypothesis testing,Conduct hypothesis testing,1,,,,0,null,IO-WRL-001,2880,,
T,T1446,T1446 - Conduct learning needs assessments,Conduct learning needs assessments,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003",2881,,
T,T1447,T1447 - Identify training requirements,Identify training requirements,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003",2882,,
T,T1448,T1448 - Manage customer services,Manage customer services,1,,,,0,null,"OG-WRL-010,OG-WRL-011,OG-WRL-009",2883,,
T,T1449,T1449 - Determine if qualification standards meet organizational functional requirements and ...,Determine if qualification standards meet organizational functional requirements and comply with industry standards,1,,,,0,null,OG-WRL-003,2884,,
T,T1450,T1450 - Allocate and distribute human capital assets,Allocate and distribute human capital assets,1,,,,0,null,"OG-WRL-003,OG-WRL-007",2885,,
T,T1451,T1451 - Create interactive learning exercises,Create interactive learning exercises,1,,,,0,null,OG-WRL-004,2886,,
T,T1452,T1452 - Design system administration and management functionality for privileged access users,Design system administration and management functionality for privileged access users,1,,,,0,null,,2887,,
T,T1453,T1453 - Develop system administration and management functionality for privileged access users,Develop system administration and management functionality for privileged access users,1,,,,0,null,,2888,,
T,T1454,"T1454 - Design secure interfaces between information systems, physical systems, and embedded ...","Design secure interfaces between information systems, physical systems, and embedded technologies",1,,,,0,null,DD-WRL-004,2889,,
T,T1455,"T1455 - Implement secure interfaces between information systems, physical systems, and embedded ...","Implement secure interfaces between information systems, physical systems, and embedded technologies",1,,,,0,null,DD-WRL-004,2890,,
T,T1456,T1456 - Determine the impact of threats on cybersecurity,Determine the impact of threats on cybersecurity,1,,,,0,null,IN-WRL-001,2891,,
T,T1457,T1457 - Implement threat countermeasures,Implement threat countermeasures,1,,,,0,null,IN-WRL-001,2892,,
T,T1458,T1458 - Develop data gathering processes,Develop data gathering processes,1,,,,0,null,IO-WRL-001,2893,,
T,T1459,T1459 - Develop standardized cybersecurity position descriptions using the NICE Framework,Develop standardized cybersecurity position descriptions using the NICE Framework,1,,,,0,null,OG-WRL-003,2894,,
T,T1460,"T1460 - Develop recruiting, hiring, and retention processes","Develop recruiting, hiring, and retention processes",1,,,,0,null,OG-WRL-003,2895,,
T,T1461,T1461 - Determine cybersecurity position requirements,Determine cybersecurity position requirements,1,,,,0,null,OG-WRL-003,2896,,
T,T1462,T1462 - Develop cybersecurity training policies and procedures,Develop cybersecurity training policies and procedures,1,,,,0,null,"OG-WRL-004,OG-WRL-005,OG-WRL-003",2897,,
T,T1463,T1463 - Develop cybersecurity curriculum goals and objectives,Develop cybersecurity curriculum goals and objectives,1,,,,0,null,"OG-WRL-004,OG-WRL-005",2898,,
T,T1464,T1464 - Determine if cybersecurity workforce management policies and procedures comply with legal...,Determine if cybersecurity workforce management policies and procedures comply with legal and organizational requirements,1,,,,0,null,"OG-WRL-002,OG-WRL-003",2899,,
T,T1465,T1465 - Define service-level agreements (SLAs),Define service-level agreements (SLAs),1,,,,0,null,"OG-WRL-011,OG-WRL-009",2900,,
T,T1466,T1466 - Establish cybersecurity workforce readiness metrics,Establish cybersecurity workforce readiness metrics,1,,,,0,null,OG-WRL-003,2901,,
T,T1467,T1467 - Establish waiver processes for cybersecurity career field entry and training ...,Establish waiver processes for cybersecurity career field entry and training qualification requirements,1,,,,0,null,OG-WRL-003,2902,,
T,T1468,T1468 - Establish organizational cybersecurity career pathways,Establish organizational cybersecurity career pathways,1,,,,0,null,OG-WRL-003,2903,,
S,S0594,S0594 - Skill in repairing hardware,Skill in repairing hardware,1,,,,0,null,IO-WRL-007,3562,,
T,T1469,T1469 - Develop cybersecurity workforce reporting requirements,Develop cybersecurity workforce reporting requirements,1,,,,0,null,OG-WRL-003,2904,,
T,T1471,T1471 - Assess cybersecurity workforce management programs,Assess cybersecurity workforce management programs,1,,,,0,null,OG-WRL-003,2905,,
